Owner,Team,First,Last,GM,Goals,Assists,ThrowYds,RecYds,Block,Turn,FantasyPts,Draft,Combo-Owner-Draft,TeamName
Mikey,CAN,Brittney,Dos Santos,F,2,4,282,192,0,3,9.3,POD-5-8,Mikey POD-5-8,CANBrittneyDos Santos
Quinn,CAN,Thomas,Edmonds,M,4,3,451,238,1,1,26.5,POD-5-8,Quinn POD-5-8,CANThomasEdmonds
Devynn,CAN,Marty,Gallant,M,3,1,154,217,0,0,13.0,POD-5-8,Devynn POD-5-8,CANMartyGallant
,CAN,Sarah,Jacobsohn,F,0,3,86,163,0,4,-3.1,POD-5-8,,CANSarahJacobsohn
Keith,CAN,Lauren,Kimura,F,0,2,188,41,2,0,16.5,POD-5-8,Keith POD-5-8,CANLaurenKimura
Mikey,CAN,Mika,Kurahashi,F,0,1,95,99,1,1,6.9,POD-5-8,Mikey POD-5-8,CANMikaKurahashi
,CAN,Mark,Lloyd,M,2,0,57,119,1,1,7.1,POD-5-8,,CANMarkLloyd
,CAN,Gagan,Chatha,M,1,3,305,10,2,2,15.4,POD-5-8,,CANGaganChatha
Matty,CAN,Quinn,Snider,M,5,1,52,331,2,2,16.2,POD-5-8,Matty POD-5-8,CANQuinnSnider
,CAN,Molly,Wedge,F,1,0,3,24,1,1,2.6,POD-5-8,,CANMollyWedge
,CHN,Xiaoyun,Gao,F,2,0,31,227,0,4,-4.6,POD-5-8,,CHNXiaoyunGao
,CHN,Jiarong,Guo,M,4,2,132,375,3,1,26.5,POD-5-8,,CHNJiarongGuo
,CHN,Xin,Li,M,3,2,314,193,0,3,9.4,POD-5-8,,CHNXinLi
,CHN,Xue,Li,F,1,0,86,27,0,3,-4.9,POD-5-8,,CHNXueLi
,CHN,Bo,Liu,M,3,1,287,119,0,4,3.1,POD-5-8,,CHNBoLiu
Matty,CHN,Quan,Mao,M,0,6,498,69,2,7,9.5,POD-5-8,Matty POD-5-8,CHNQuanMao
,CHN,Xuanxuan,Wang,F,1,1,13,100,1,3,-0.6,POD-5-8,,CHNXuanxuanWang
,CHN,Simei,Wei,F,0,3,175,144,0,4,-0.8,POD-5-8,,CHNSimeiWei
,CHN,Yingyi,Xu,M,4,2,24,301,0,3,3.7,POD-5-8,,CHNYingyiXu
,CHN,Yu,Zeng,M,1,3,268,115,1,1,15.4,POD-5-8,,CHNYuZeng
,CHN,Lu,Zhang,F,0,1,2,157,0,1,1.2,POD-5-8,,CHNLuZhang
,CHN,Ying,Zhang,F,0,0,68,-65,0,0,0.8,POD-5-8,,CHNYingZhang
,CHN,Anqi,Zhou,F,2,0,-30,118,0,1,0.5,POD-5-8,,CHNAnqiZhou
,CHN,Zhaoje,Zhou,M,1,1,71,62,0,1,2.4,POD-5-8,,CHNZhaojeZhou
,COL,Ivan,Alba,M,1,3,185,117,1,2,9.9,POD-5-8,,COLIvanAlba
Mikey,COL,Jorge,Bulla,M,0,5,222,81,1,2,11.3,POD-5-8,Mikey POD-5-8,COLJorgeBulla
,COL,Manuel,Candamil,M,2,1,90,65,0,0,7.0,POD-5-8,,COLManuelCandamil
,COL,Jonathan,Cantor,M,0,1,26,-29,0,0,1.2,POD-5-8,,COLJonathanCantor
Devynn,COL,Manuela,Cárdenas,F,1,2,222,87,0,1,8.4,POD-5-8,Devynn POD-5-8,COLManuelaCárdenas
Matty,COL,Valeria,Cárdenas,F,3,0,213,258,0,3,5.7,POD-5-8,Matty POD-5-8,COLValeriaCárdenas
Matty,COL,Yina,Cartagena,F,1,3,218,219,0,1,12.0,POD-5-8,Matty POD-5-8,COLYinaCartagena
,COL,Juan Manuel,Cortes Amariles,M,0,0,15,67,0,0,1.8,POD-5-8,,COLJuan ManuelCortes Amariles
,COL,Maria,Forero,F,1,1,15,62,0,0,3.7,POD-5-8,,COLMariaForero
,COL,Ximena,Montaña,F,3,0,-1,106,1,0,9.1,POD-5-8,,COLXimenaMontaña
Quinn,COL,Laura,Ospina,F,1,1,92,113,0,0,7.1,POD-5-8,Quinn POD-5-8,COLLauraOspina
,COL,Andrés,Ramirez,M,5,2,52,154,1,0,15.7,POD-5-8,,COLAndrésRamirez
,COL,Simón,Ramírez,M,0,0,19,17,0,1,-2.1,POD-5-8,,COLSimónRamírez
,COL,Maria Paula,Santos,F,2,1,56,107,0,0,6.8,POD-5-8,,COLMaria PaulaSantos
Mikey,FRA,Gaël,Ancelin,M,1,0,232,-21,0,5,-7.4,POD-5-8,Mikey POD-5-8,FRAGaëlAncelin
,FRA,Paul,Benvegnen,M,2,8,569,172,2,2,32.6,POD-5-8,,FRAPaulBenvegnen
Quinn,FRA,Camille,Blanc,F,0,0,14,52,2,1,6.4,POD-5-8,Quinn POD-5-8,FRACamilleBlanc
Mikey,FRA,Elliot,Bonnet,M,5,2,151,439,1,2,18.4,POD-5-8,Mikey POD-5-8,FRAElliotBonnet
,FRA,Simone,Raulet,F,2,0,38,116,0,2,-0.5,POD-5-8,,FRASimoneRaulet
,FRA,Lison,Bornot,F,3,1,45,278,1,2,9.0,POD-5-8,,FRALisonBornot
,FRA,Zoë,Forget,F,2,0,45,111,0,0,5.6,POD-5-8,,FRAZoëForget
,FRA,Tifaine,Latchy,F,0,2,105,54,1,0,10.3,POD-5-8,,FRATifaineLatchy
,FRA,Chloé,Ollivier,F,2,0,-18,101,0,0,3.5,POD-5-8,,FRAChloéOllivier
,FRA,Sacha,Poitte-Sokolsky,M,4,0,254,77,0,3,4.2,POD-5-8,,FRASachaPoitte-Sokolsky
,FRA,Sullivan,Roblet,M,2,2,87,70,1,3,3.0,POD-5-8,,FRASullivanRoblet
,FRA,Simon,Ruelle,M,1,2,68,118,0,2,1.5,POD-5-8,,FRASimonRuelle
,FRA,Léo,Stanguennec,M,0,5,248,215,2,1,21.8,POD-5-8,,FRALéoStanguennec
,FRA,Chloé,Vallet,F,0,2,77,125,0,2,0.8,POD-5-8,,FRAChloéVallet
,GER,Jakob,Dieckmann,M,6,2,156,367,0,3,11.0,POD-5-8,,GERJakobDieckmann
,GER,Joana,Erdmann,F,1,0,-27,130,1,2,0.8,POD-5-8,,GERJoanaErdmann
,GER,Hartley,Greenwald,M,1,2,124,90,1,2,6.6,POD-5-8,,GERHartleyGreenwald
,GER,Paul,Herkens,M,3,2,144,159,6,1,33.6,POD-5-8,,GERPaulHerkens
,GER,David,Metzger,M,4,4,387,104,2,3,20.8,POD-5-8,,GERDavidMetzger
,GER,Ava,Mueller,F,3,1,169,25,1,1,10.6,POD-5-8,,GERAvaMueller
Devynn,GER,Nico,Müller,M,1,7,565,106,0,1,24.2,POD-5-8,Devynn POD-5-8,GERNicoMüller
,GER,Nici,Prien,F,2,2,27,239,1,2,7.6,POD-5-8,,GERNiciPrien
,GER,Charlotte,Schall,F,2,2,229,165,1,1,15.2,POD-5-8,,GERCharlotteSchall
Keith,GER,Conrad,Schloer,M,4,11,332,447,3,1,43.0,POD-5-8,Keith POD-5-8,GERConradSchloer
,GER,Lisa,Schütz,F,0,2,150,88,2,2,10.3,POD-5-8,,GERLisaSchütz
,GER,Nis-Julius,Sontag,M,1,2,164,42,0,1,5.8,POD-5-8,,GERNis-JuliusSontag
Keith,GER,Levke,Walczak,F,10,1,86,489,1,7,6.4,POD-5-8,Keith POD-5-8,GERLevkeWalczak
,GER,Verena,Woloson,F,0,0,-11,69,0,1,-1.9,POD-5-8,,GERVerenaWoloson
Matty,JPN,Taiyo,Arakawa,M,9,0,-37,367,1,0,19.2,POD-5-8,Matty POD-5-8,JPNTaiyoArakawa
Mikey,JPN,Kanari,Imanishi,F,1,0,110,110,1,1,7.5,POD-5-8,Mikey POD-5-8,JPNKanariImanishi
Keith,JPN,Yuko,Kashino,F,2,6,239,213,0,0,19.5,POD-5-8,Keith POD-5-8,JPNYukoKashino
,JPN,Masashi,Kurono,M,5,5,201,592,1,4,19.9,POD-5-8,,JPNMasashiKurono
,JPN,Shumpei,Makiyama,M,4,4,216,225,2,2,21.0,POD-5-8,,JPNShumpeiMakiyama
,JPN,Masahiro,Matsuno,M,0,2,311,89,0,4,1.2,POD-5-8,,JPNMasahiroMatsuno
,JPN,Hikari,Miyachi,F,0,0,0,0,0,0,0.0,POD-5-8,,JPNHikariMiyachi
,JPN,Akifumi,Muraoka,M,1,1,167,48,1,0,12.1,POD-5-8,,JPNAkifumiMuraoka
,JPN,Sho,Okajima,M,3,4,162,198,0,4,3.9,POD-5-8,,JPNShoOkajima
,JPN,Riyu,Shimizu,F,0,3,418,118,0,3,9.1,POD-5-8,,JPNRiyuShimizu
,JPN,Ryota,Suzuki,M,1,2,515,-33,0,3,8.9,POD-5-8,,JPNRyotaSuzuki
,JPN,Miwa,Tajima,F,1,0,6,20,0,0,1.6,POD-5-8,,JPNMiwaTajima
,JPN,Mayuka,Takada,F,3,3,240,436,0,3,13.0,POD-5-8,,JPNMayukaTakada
,JPN,Sayako,Nemoto,F,0,0,-31,45,1,0,4.0,POD-5-8,,JPNSayakoNemoto
,USA,Marques,Brownlee,M,3,2,359,43,1,4,8.8,POD-5-8,,USAMarquesBrownlee
Quinn,USA,Claire,Chastain,F,0,1,89,90,1,3,0.5,POD-5-8,Quinn POD-5-8,USAClaireChastain
Matty,USA,Dawn,Culton,F,3,1,73,151,0,0,9.2,POD-5-8,Matty POD-5-8,USADawnCulton
,USA,Carolyn,Finney,F,2,3,253,241,1,0,21.5,POD-5-8,,USACarolynFinney
,USA,Dylan,Freechild,M,1,5,475,-3,2,3,19.3,POD-5-8,,USADylanFreechild
Matty,USA,Kami,Groom,F,3,2,22,210,0,0,9.9,POD-5-8,Matty POD-5-8,USAKamiGroom
Mikey,USA,Raphy,Hayes,M,4,3,129,450,2,5,12.9,POD-5-8,Mikey POD-5-8,USARaphyHayes
Mikey,USA,Kaela,Helton,F,2,2,107,169,1,0,14.6,POD-5-8,Mikey POD-5-8,USAKaelaHelton
Matty,USA,Henry,Ing,M,4,3,110,386,0,1,15.0,POD-5-8,Matty POD-5-8,USAHenryIng
Devynn,USA,Michael,Ing,M,5,3,256,202,5,3,30.8,POD-5-8,Devynn POD-5-8,USAMichaelIng
Quinn,USA,Chris,Kocher,M,1,3,316,94,1,0,19.5,POD-5-8,Quinn POD-5-8,USAChrisKocher
Quinn,USA,Grant,Lindsley,M,2,6,283,206,0,0,20.7,POD-5-8,Quinn POD-5-8,USAGrantLindsley
Devynn,USA,Anna,Thompson,F,2,5,225,254,2,1,23.9,POD-5-8,Devynn POD-5-8,USAAnnaThompson
Keith,USA,Claire,Trop,F,7,0,38,252,1,1,14.2,POD-5-8,Keith POD-5-8,USAClaireTrop
James,AUS,Rob,Andrews,M,3,4,266,337,3,3,24.8,CROCS-8-8,James CROCS-8-8,AUSRobAndrews
,AUS,James,Bray,M,0,0,18,20,0,0,0.9,CROCS-8-8,,AUSJamesBray
Ryan,AUS,Olivia,Carr,F,3,0,0,58,0,1,1.2,CROCS-8-8,Ryan CROCS-8-8,AUSOliviaCarr
Thomas,AUS,Bill,Foreman,M,2,1,190,113,1,1,12.1,CROCS-8-8,Thomas CROCS-8-8,AUSBillForeman
Katelyn,AUS,Alex,Gan,M,1,0,293,111,0,7,-8.9,CROCS-8-8,Katelyn CROCS-8-8,AUSAlexGan
,AUS,Jonathan,Keys,M,2,7,387,196,0,4,12.6,CROCS-8-8,,AUSJonathanKeys
James,AUS,Alex,Ladomatos,M,0,2,204,103,0,2,4.3,CROCS-8-8,James CROCS-8-8,AUSAlexLadomatos
Owen,AUS,Sam,McGuckin,M,4,3,110,301,0,2,10.3,CROCS-8-8,Owen CROCS-8-8,AUSSamMcGuckin
,AUS,Lyra,Meehan,F,0,1,15,9,0,0,1.7,CROCS-8-8,,AUSLyraMeehan
Owen,AUS,Cat,Phillips,F,1,4,240,379,2,2,21.9,CROCS-8-8,Owen CROCS-8-8,AUSCatPhillips
Ethan,AUS,Angela,Pidgeon,F,3,1,19,91,1,0,10.4,CROCS-8-8,Ethan CROCS-8-8,AUSAngelaPidgeon
,AUS,Alexandra,Prentice,F,1,0,324,137,0,3,4.5,CROCS-8-8,,AUSAlexandraPrentice
,AUS,Kya,Wiya,F,4,2,41,250,0,2,6.2,CROCS-8-8,,AUSKyaWiya
Isaac,AUS,Georgia,Egan-Griffiths,F,1,0,32,36,0,0,2.7,CROCS-8-8,Isaac CROCS-8-8,AUSGeorgiaEgan-Griffiths
,CAN,Malik,Auger-Semmar,M,4,3,174,257,0,0,17.4,CROCS-8-8,,CANMalikAuger-Semmar
,CAN,Anouchka,Beaudry,F,3,2,51,172,0,1,6.9,CROCS-8-8,,CANAnouchkaBeaudry
Ryan,CAN,Malcolm,Bryson,M,0,2,95,98,2,1,11.9,CROCS-8-8,Ryan CROCS-8-8,CANMalcolmBryson
,CAN,Florence,Dionne,F,1,0,0,33,1,0,5.7,CROCS-8-8,,CANFlorenceDionne
Travis,CAN,Brittney,Dos Santos,F,2,4,282,192,0,3,9.3,CROCS-8-8,Travis CROCS-8-8,CANBrittneyDos Santos
Thomas,CAN,Thomas,Edmonds,M,4,3,451,238,1,1,26.5,CROCS-8-8,Thomas CROCS-8-8,CANThomasEdmonds
Ryan,CAN,Marty,Gallant,M,3,1,154,217,0,0,13.0,CROCS-8-8,Ryan CROCS-8-8,CANMartyGallant
Owen,CAN,Sarah,Jacobsohn,F,0,3,86,163,0,4,-3.1,CROCS-8-8,Owen CROCS-8-8,CANSarahJacobsohn
Owen,CAN,Lauren,Kimura,F,0,2,188,41,2,0,16.5,CROCS-8-8,Owen CROCS-8-8,CANLaurenKimura
Katelyn,CAN,Mika,Kurahashi,F,0,1,95,99,1,1,6.9,CROCS-8-8,Katelyn CROCS-8-8,CANMikaKurahashi
Ethan,CAN,Mark,Lloyd,M,2,0,57,119,1,1,7.1,CROCS-8-8,Ethan CROCS-8-8,CANMarkLloyd
,CAN,Gagan,Chatha,M,1,3,305,10,2,2,15.4,CROCS-8-8,,CANGaganChatha
James,CAN,Quinn,Snider,M,5,1,52,331,2,2,16.2,CROCS-8-8,James CROCS-8-8,CANQuinnSnider
Ethan,CAN,Molly,Wedge,F,1,0,3,24,1,1,2.6,CROCS-8-8,Ethan CROCS-8-8,CANMollyWedge
,CHN,Xiaoyun,Gao,F,2,0,31,227,0,4,-4.6,CROCS-8-8,,CHNXiaoyunGao
,CHN,Jiarong,Guo,M,4,2,132,375,3,1,26.5,CROCS-8-8,,CHNJiarongGuo
,CHN,Xin,Li,M,3,2,314,193,0,3,9.4,CROCS-8-8,,CHNXinLi
,CHN,Xue,Li,F,1,0,86,27,0,3,-4.9,CROCS-8-8,,CHNXueLi
Isaac,CHN,Bo,Liu,M,3,1,287,119,0,4,3.1,CROCS-8-8,Isaac CROCS-8-8,CHNBoLiu
,CHN,Quan,Mao,M,0,6,498,69,2,7,9.5,CROCS-8-8,,CHNQuanMao
,CHN,Xuanxuan,Wang,F,1,1,13,100,1,3,-0.6,CROCS-8-8,,CHNXuanxuanWang
Isaac,CHN,Simei,Wei,F,0,3,175,144,0,4,-0.8,CROCS-8-8,Isaac CROCS-8-8,CHNSimeiWei
,CHN,Yingyi,Xu,M,4,2,24,301,0,3,3.7,CROCS-8-8,,CHNYingyiXu
,CHN,Yu,Zeng,M,1,3,268,115,1,1,15.4,CROCS-8-8,,CHNYuZeng
,CHN,Lu,Zhang,F,0,1,2,157,0,1,1.2,CROCS-8-8,,CHNLuZhang
,CHN,Ying,Zhang,F,0,0,68,-65,0,0,0.8,CROCS-8-8,,CHNYingZhang
,CHN,Anqi,Zhou,F,2,0,-30,118,0,1,0.5,CROCS-8-8,,CHNAnqiZhou
,CHN,Zhaoje,Zhou,M,1,1,71,62,0,1,2.4,CROCS-8-8,,CHNZhaojeZhou
,COL,Ivan,Alba,M,1,3,185,117,1,2,9.9,CROCS-8-8,,COLIvanAlba
Ethan,COL,Jorge,Bulla,M,0,5,222,81,1,2,11.3,CROCS-8-8,Ethan CROCS-8-8,COLJorgeBulla
,COL,Manuel,Candamil,M,2,1,90,65,0,0,7.0,CROCS-8-8,,COLManuelCandamil
Travis,COL,Jonathan,Cantor,M,0,1,26,-29,0,0,1.2,CROCS-8-8,Travis CROCS-8-8,COLJonathanCantor
Travis,COL,Manuela,Cárdenas,F,1,2,222,87,0,1,8.4,CROCS-8-8,Travis CROCS-8-8,COLManuelaCárdenas
Thomas,COL,Valeria,Cárdenas,F,3,0,213,258,0,3,5.7,CROCS-8-8,Thomas CROCS-8-8,COLValeriaCárdenas
Travis,COL,Yina,Cartagena,F,1,3,218,219,0,1,12.0,CROCS-8-8,Travis CROCS-8-8,COLYinaCartagena
,COL,Juan Manuel,Cortes Amariles,M,0,0,15,67,0,0,1.8,CROCS-8-8,,COLJuan ManuelCortes Amariles
,COL,Maria,Forero,F,1,1,15,62,0,0,3.7,CROCS-8-8,,COLMariaForero
Isaac,COL,Ximena,Montaña,F,3,0,-1,106,1,0,9.1,CROCS-8-8,Isaac CROCS-8-8,COLXimenaMontaña
Katelyn,COL,Laura,Ospina,F,1,1,92,113,0,0,7.1,CROCS-8-8,Katelyn CROCS-8-8,COLLauraOspina
,COL,Andrés,Ramirez,M,5,2,52,154,1,0,15.7,CROCS-8-8,,COLAndrésRamirez
,COL,Simón,Ramírez,M,0,0,19,17,0,1,-2.1,CROCS-8-8,,COLSimónRamírez
,COL,Maria Paula,Santos,F,2,1,56,107,0,0,6.8,CROCS-8-8,,COLMaria PaulaSantos
Thomas,FRA,Gaël,Ancelin,M,1,0,232,-21,0,5,-7.4,CROCS-8-8,Thomas CROCS-8-8,FRAGaëlAncelin
,FRA,Paul,Benvegnen,M,2,8,569,172,2,2,32.6,CROCS-8-8,,FRAPaulBenvegnen
Ethan,FRA,Camille,Blanc,F,0,0,14,52,2,1,6.4,CROCS-8-8,Ethan CROCS-8-8,FRACamilleBlanc
Travis,FRA,Elliot,Bonnet,M,5,2,151,439,1,2,18.4,CROCS-8-8,Travis CROCS-8-8,FRAElliotBonnet
,FRA,Simone,Raulet,F,2,0,38,116,0,2,-0.5,CROCS-8-8,,FRASimoneRaulet
James,FRA,Lison,Bornot,F,3,1,45,278,1,2,9.0,CROCS-8-8,James CROCS-8-8,FRALisonBornot
Owen,FRA,Zoë,Forget,F,2,0,45,111,0,0,5.6,CROCS-8-8,Owen CROCS-8-8,FRAZoëForget
,FRA,Tifaine,Latchy,F,0,2,105,54,1,0,10.3,CROCS-8-8,,FRATifaineLatchy
Katelyn,FRA,Chloé,Ollivier,F,2,0,-18,101,0,0,3.5,CROCS-8-8,Katelyn CROCS-8-8,FRAChloéOllivier
Thomas,FRA,Sacha,Poitte-Sokolsky,M,4,0,254,77,0,3,4.2,CROCS-8-8,Thomas CROCS-8-8,FRASachaPoitte-Sokolsky
,FRA,Sullivan,Roblet,M,2,2,87,70,1,3,3.0,CROCS-8-8,,FRASullivanRoblet
,FRA,Simon,Ruelle,M,1,2,68,118,0,2,1.5,CROCS-8-8,,FRASimonRuelle
Katelyn,FRA,Léo,Stanguennec,M,0,5,248,215,2,1,21.8,CROCS-8-8,Katelyn CROCS-8-8,FRALéoStanguennec
,FRA,Chloé,Vallet,F,0,2,77,125,0,2,0.8,CROCS-8-8,,FRAChloéVallet
Travis,GER,Jakob,Dieckmann,M,6,2,156,367,0,3,11.0,CROCS-8-8,Travis CROCS-8-8,GERJakobDieckmann
,GER,Joana,Erdmann,F,1,0,-27,130,1,2,0.8,CROCS-8-8,,GERJoanaErdmann
,GER,Hartley,Greenwald,M,1,2,124,90,1,2,6.6,CROCS-8-8,,GERHartleyGreenwald
Katelyn,GER,Paul,Herkens,M,3,2,144,159,6,1,33.6,CROCS-8-8,Katelyn CROCS-8-8,GERPaulHerkens
Thomas,GER,David,Metzger,M,4,4,387,104,2,3,20.8,CROCS-8-8,Thomas CROCS-8-8,GERDavidMetzger
Thomas,GER,Ava,Mueller,F,3,1,169,25,1,1,10.6,CROCS-8-8,Thomas CROCS-8-8,GERAvaMueller
Owen,GER,Nico,Müller,M,1,7,565,106,0,1,24.2,CROCS-8-8,Owen CROCS-8-8,GERNicoMüller
,GER,Nici,Prien,F,2,2,27,239,1,2,7.6,CROCS-8-8,,GERNiciPrien
James,GER,Charlotte,Schall,F,2,2,229,165,1,1,15.2,CROCS-8-8,James CROCS-8-8,GERCharlotteSchall
Ryan,GER,Conrad,Schloer,M,4,11,332,447,3,1,43.0,CROCS-8-8,Ryan CROCS-8-8,GERConradSchloer
,GER,Lisa,Schütz,F,0,2,150,88,2,2,10.3,CROCS-8-8,,GERLisaSchütz
,GER,Nis-Julius,Sontag,M,1,2,164,42,0,1,5.8,CROCS-8-8,,GERNis-JuliusSontag
Ryan,GER,Levke,Walczak,F,10,1,86,489,1,7,6.4,CROCS-8-8,Ryan CROCS-8-8,GERLevkeWalczak
,GER,Verena,Woloson,F,0,0,-11,69,0,1,-1.9,CROCS-8-8,,GERVerenaWoloson
Thomas,JPN,Taiyo,Arakawa,M,9,0,-37,367,1,0,19.2,CROCS-8-8,Thomas CROCS-8-8,JPNTaiyoArakawa
,JPN,Kanari,Imanishi,F,1,0,110,110,1,1,7.5,CROCS-8-8,,JPNKanariImanishi
Ryan,JPN,Yuko,Kashino,F,2,6,239,213,0,0,19.5,CROCS-8-8,Ryan CROCS-8-8,JPNYukoKashino
Isaac,JPN,Masashi,Kurono,M,5,5,201,592,1,4,19.9,CROCS-8-8,Isaac CROCS-8-8,JPNMasashiKurono
,JPN,Shumpei,Makiyama,M,4,4,216,225,2,2,21.0,CROCS-8-8,,JPNShumpeiMakiyama
Isaac,JPN,Masahiro,Matsuno,M,0,2,311,89,0,4,1.2,CROCS-8-8,Isaac CROCS-8-8,JPNMasahiroMatsuno
Owen,JPN,Hikari,Miyachi,F,0,0,0,0,0,0,0.0,CROCS-8-8,Owen CROCS-8-8,JPNHikariMiyachi
,JPN,Akifumi,Muraoka,M,1,1,167,48,1,0,12.1,CROCS-8-8,,JPNAkifumiMuraoka
,JPN,Sho,Okajima,M,3,4,162,198,0,4,3.9,CROCS-8-8,,JPNShoOkajima
,JPN,Riyu,Shimizu,F,0,3,418,118,0,3,9.1,CROCS-8-8,,JPNRiyuShimizu
Ryan,JPN,Ryota,Suzuki,M,1,2,515,-33,0,3,8.9,CROCS-8-8,Ryan CROCS-8-8,JPNRyotaSuzuki
,JPN,Miwa,Tajima,F,1,0,6,20,0,0,1.6,CROCS-8-8,,JPNMiwaTajima
,JPN,Mayuka,Takada,F,3,3,240,436,0,3,13.0,CROCS-8-8,,JPNMayukaTakada
,JPN,Sayako,Nemoto,F,0,0,-31,45,1,0,4.0,CROCS-8-8,,JPNSayakoNemoto
Ethan,USA,Marques,Brownlee,M,3,2,359,43,1,4,8.8,CROCS-8-8,Ethan CROCS-8-8,USAMarquesBrownlee
Ryan,USA,Claire,Chastain,F,0,1,89,90,1,3,0.5,CROCS-8-8,Ryan CROCS-8-8,USAClaireChastain
James,USA,Dawn,Culton,F,3,1,73,151,0,0,9.2,CROCS-8-8,James CROCS-8-8,USADawnCulton
Travis,USA,Carolyn,Finney,F,2,3,253,241,1,0,21.5,CROCS-8-8,Travis CROCS-8-8,USACarolynFinney
Isaac,USA,Dylan,Freechild,M,1,5,475,-3,2,3,19.3,CROCS-8-8,Isaac CROCS-8-8,USADylanFreechild
Travis,USA,Kami,Groom,F,3,2,22,210,0,0,9.9,CROCS-8-8,Travis CROCS-8-8,USAKamiGroom
James,USA,Raphy,Hayes,M,4,3,129,450,2,5,12.9,CROCS-8-8,James CROCS-8-8,USARaphyHayes
Isaac,USA,Kaela,Helton,F,2,2,107,169,1,0,14.6,CROCS-8-8,Isaac CROCS-8-8,USAKaelaHelton
Ethan,USA,Henry,Ing,M,4,3,110,386,0,1,15.0,CROCS-8-8,Ethan CROCS-8-8,USAHenryIng
James,USA,Michael,Ing,M,5,3,256,202,5,3,30.8,CROCS-8-8,James CROCS-8-8,USAMichaelIng
Katelyn,USA,Chris,Kocher,M,1,3,316,94,1,0,19.5,CROCS-8-8,Katelyn CROCS-8-8,USAChrisKocher
Ethan,USA,Grant,Lindsley,M,2,6,283,206,0,0,20.7,CROCS-8-8,Ethan CROCS-8-8,USAGrantLindsley
Katelyn,USA,Anna,Thompson,F,2,5,225,254,2,1,23.9,CROCS-8-8,Katelyn CROCS-8-8,USAAnnaThompson
Owen,USA,Claire,Trop,F,7,0,38,252,1,1,14.2,CROCS-8-8,Owen CROCS-8-8,USAClaireTrop
Helen,AUS,Rob,Andrews,M,3,4,266,337,3,3,24.8,EESTI-6-8,Helen EESTI-6-8,AUSRobAndrews
Daniel,AUS,James,Bray,M,0,0,18,20,0,0,0.9,EESTI-6-8,Daniel EESTI-6-8,AUSJamesBray
,AUS,Olivia,Carr,F,3,0,0,58,0,1,1.2,EESTI-6-8,,AUSOliviaCarr
,AUS,Bill,Foreman,M,2,1,190,113,1,1,12.1,EESTI-6-8,,AUSBillForeman
Kristjan,AUS,Alex,Gan,M,1,0,293,111,0,7,-8.9,EESTI-6-8,Kristjan EESTI-6-8,AUSAlexGan
Riin,AUS,Jonathan,Keys,M,2,7,387,196,0,4,12.6,EESTI-6-8,Riin EESTI-6-8,AUSJonathanKeys
,AUS,Alex,Ladomatos,M,0,2,204,103,0,2,4.3,EESTI-6-8,,AUSAlexLadomatos
Kristjan,AUS,Sam,McGuckin,M,4,3,110,301,0,2,10.3,EESTI-6-8,Kristjan EESTI-6-8,AUSSamMcGuckin
Helen,AUS,Lyra,Meehan,F,0,1,15,9,0,0,1.7,EESTI-6-8,Helen EESTI-6-8,AUSLyraMeehan
Gert,AUS,Cat,Phillips,F,1,4,240,379,2,2,21.9,EESTI-6-8,Gert EESTI-6-8,AUSCatPhillips
,AUS,Angela,Pidgeon,F,3,1,19,91,1,0,10.4,EESTI-6-8,,AUSAngelaPidgeon
,AUS,Alexandra,Prentice,F,1,0,324,137,0,3,4.5,EESTI-6-8,,AUSAlexandraPrentice
Kristjan,AUS,Kya,Wiya,F,4,2,41,250,0,2,6.2,EESTI-6-8,Kristjan EESTI-6-8,AUSKyaWiya
,AUS,Georgia,Egan-Griffiths,F,1,0,32,36,0,0,2.7,EESTI-6-8,,AUSGeorgiaEgan-Griffiths
Kristjan,CAN,Malik,Auger-Semmar,M,4,3,174,257,0,0,17.4,EESTI-6-8,Kristjan EESTI-6-8,CANMalikAuger-Semmar
Daniel,CAN,Anouchka,Beaudry,F,3,2,51,172,0,1,6.9,EESTI-6-8,Daniel EESTI-6-8,CANAnouchkaBeaudry
,CAN,Malcolm,Bryson,M,0,2,95,98,2,1,11.9,EESTI-6-8,,CANMalcolmBryson
,CAN,Florence,Dionne,F,1,0,0,33,1,0,5.7,EESTI-6-8,,CANFlorenceDionne
Gert,CAN,Brittney,Dos Santos,F,2,4,282,192,0,3,9.3,EESTI-6-8,Gert EESTI-6-8,CANBrittneyDos Santos
Jakob,CAN,Thomas,Edmonds,M,4,3,451,238,1,1,26.5,EESTI-6-8,Jakob EESTI-6-8,CANThomasEdmonds
,CAN,Marty,Gallant,M,3,1,154,217,0,0,13.0,EESTI-6-8,,CANMartyGallant
,CAN,Sarah,Jacobsohn,F,0,3,86,163,0,4,-3.1,EESTI-6-8,,CANSarahJacobsohn
,CAN,Lauren,Kimura,F,0,2,188,41,2,0,16.5,EESTI-6-8,,CANLaurenKimura
Jakob,CAN,Mika,Kurahashi,F,0,1,95,99,1,1,6.9,EESTI-6-8,Jakob EESTI-6-8,CANMikaKurahashi
,CAN,Mark,Lloyd,M,2,0,57,119,1,1,7.1,EESTI-6-8,,CANMarkLloyd
,CAN,Gagan,Chatha,M,1,3,305,10,2,2,15.4,EESTI-6-8,,CANGaganChatha
Riin,CAN,Quinn,Snider,M,5,1,52,331,2,2,16.2,EESTI-6-8,Riin EESTI-6-8,CANQuinnSnider
